PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,SalePrice
-3.500296152071438,-0.8442738601936532,-0.33007303334335575,-2.1146964576812497,0.8019551404713501,-1.6330148336902177,-0.43622201859801824,0.1973517913777604,-1.0446656621966055,0.880518301194321,-0.4379118142684086,-0.244961015855268,-0.7498664568634881,0.11675691175846997,0.7744803067328336,0.9832975544158676,-0.8149539570998955,-0.5162022066340003,0.7093301316556769,-0.36949446768367056,0.6925044250948611,0.5614102015668687,-0.2040619187064537,0.7241131161197376,0.7165128834180654,-0.3020045853619062,-0.5515255047113423,-0.8030229950569986,-0.49647033086701947,-0.49880199207083825,0.40354238042414375,0.5052970654110326,0.15420824476052872,0.012749083367270231,1.1138314914895373,0.5304673203252821,0.010964688765513517,-0.420371902175277,1.1692426031324543,0.031451107131618326,0.630124827301971,-0.45903022950039896,-0.13873611673433328,-0.4684396035406341,0.10381611590926242,0.28282010585570494,0.3974162519701812,0.21146528841106468,-0.2624103111263068,0.056551024735622284,0.0711888791533019,0.2597927424457171,-0.6851875605796327,0.1490541053370283,-0.13066859712420625,0.48802383302529656,0.8887731819138747,-0.1382057162000479,0.8359181771433648,0.0059862473472280945,12.247699116372562
0.4522918937040768,2.8493577565013806,0.33153916765933167,-0.42079503379972966,-1.163025949158983,-0.1738668231931023,-0.9090736757284867,0.013792247160005997,0.7466440740919876,-0.08311307105048549,-0.15591755256557177,3.4412175611002556,0.4455887588535193,-2.091927867096086,1.778145774439461,-0.7828397437221598,1.7667075703077866,-0.8358882051543084,-0.801717279507672,0.38026633811871713,0.14152963240401378,0.095048255987541,1.070431246207477,-1.4560120756662056,-1.779635718049072,-1.1824164553029388,-1.5527336423930296,1.3891334614207496,0.19275470980116088,-2.426820115937568,-1.8631479080248357,-1.427094087810017,2.1860258487698054,1.0792383750570749,-2.7106962730598907,0.33046426742814333,0.5758066689016037,0.6496230521696638,1.078481237937976,0.4409970654443123,-1.110263232820605,-1.496586618975775,-0.6868900352985571,3.699569687056718,-1.5758498873937667,2.4959910434149988,-1.3592227495190914,-1.7485204675746269,0.8087702160310134,0.8812167504401199,-0.2787546923788683,0.04031827707588496,0.036605681762659534,-2.2398888616458743,-0.10718492565212534,0.3029800724053502,-1.1108537420619804,-0.4840394646597754,-1.6679245492181622,-1.4279162971768393,12.109016442313738
-3.8326711219332514,-0.4410883976549316,-0.695734552117073,-1.9728161317977948,0.7024479472773228,-1.6916350392978563,-0.9278139996693242,0.13287920370921932,-1.0390622849300541,0.9643503862478685,-0.5340095531797355,-0.2680382786393489,-0.9017538931064469,0.1321757931904879,0.5354299172011558,0.9107876806832181,-0.3041851452445959,-0.34210039957376137,0.5420970804876999,-0.42447598293749444,0.8451637711480735,0.6250379192984619,-0.49466063728878945,0.5411151038774585,0.6041017740586769,-0.4983152342554576,-0.5320839791724398,-0.4911750732747476,-0.15411924922347622,-0.5643944465062145,0.2738317455525759,0.02317400441416793,0.004324706193709673,-0.23402648986692876,1.0410633133310887,0.40963426548091947,0.1534700746340463,-0.37783284623142804,1.1685512852307787,0.009319322235635554,0.8428457461286399,-0.25176235245280276,-0.1932079228490971,-0.3723595531767779,-0.12884945338347692,0.7964634648513268,0.6602249167756788,0.23644724481915405,-0.2863306694435668,0.2375253575153697,-0.022736821612846226,0.02955135192001068,-0.40713362677796205,-0.05668232636398081,0.09848636295163973,0.5954097416906162,0.7847353060682545,0.03408688438698289,0.5607627696785769,0.22092839800546424,12.317171167298682
1.8254281627894868,-1.0769661489794695,-2.897695535687502,0.0039528322007322,-2.0192225791266294,1.0854799715830845,-0.40674004469530506,0.650460875480646,-0.5467772695127328,-1.2710224152604397,0.5276119520047329,-0.040565125113962944,1.6435021399351488,1.485786780025723,-0.40224461897437175,0.3310635858003213,-0.042447723879171,1.8566332246964916,0.233598434155242,1.6193011434351479,0.03457508554430913,-0.6773544184138484,0.12588809507646614,-2.2128216568801093,-3.4034111354941325,1.6588139601665381,-1.745397151459214,0.29975564313982406,-0.49842903693240576,0.2522014926744633,2.7780368326258538,-0.8159860719594221,-0.2127965070439902,-0.15390604791697676,1.0250803506798924,0.22306741539941843,0.6834048125567258,0.2701255764682561,1.5862277215119498,-0.7525141665299713,3.2006072173190527,0.1757140804535994,-1.847196016436832,-0.03232573830236539,1.4469275658874634,-0.018083748669683097,-0.07664333294154109,-0.04815247286501664,1.3965113102595434,0.3486292583242032,-0.6884568322903271,0.11327588584147573,-0.02096695525661184,1.675007363730174,-2.0401521358000227,-0.05786118349454756,-0.6351003596519351,-0.3873532746305273,0.7283498894683358,1.6280297696146862,11.849404844423075
-5.500928870466191,-0.04517707100111964,-2.6615339256212116,-2.1471040910264922,1.21023120190201,-0.9058184423382836,-0.5915123074935682,-0.6754378370888984,-1.149220333939252,1.3661396743453464,-0.5535302284384734,0.15733390646932466,-1.3402083387117634,0.6150723583134994,1.3299372637386075,0.7418727280802974,0.4316971693929399,-0.45339221233684757,1.7580468052295724,0.4983941740210096,-0.1590529639589913,0.9030970801330357,-0.6738110363695975,-1.0198109536993698,-0.3240968752910799,-0.3127178306794003,-1.3256709917652598,0.19178971579341594,0.41639299175426964,-0.0555961691684522,0.48268161412348626,-0.7955549040630676,0.38608461691488266,0.07530745036277858,0.014355445716048326,1.13716518322999,0.7252289916466549,0.3340542224315249,1.223648368787519,-0.5047118936454335,0.5008720503216465,-0.5394778938016698,-0.757770598100267,1.0982034752285779,-0.9264978512178969,0.6969338030892184,0.7173672442435274,-1.3303580874335605,0.9088699168222841,-0.34366601048099304,-0.16445641693258992,-0.5200614758042783,-1.0429895854253912,0.21666622213450043,0.34568164981666955,0.34690326781279696,0.46557429594893146,-0.7973075176948933,-0.3223321007760097,-0.6454615915150589,12.429220196836386
-0.05212679332015381,1.8745858978385959,-0.44642333097166437,-0.5205884723069201,-0.6472178278543037,-3.0448695371899057,-3.6297245310614255,0.1089238101647998,7.600324629243444,4.462201000891573,1.1872376762958476,-3.7010240350607733,0.2235039226615712,0.46263765129399576,-0.20772533485240122,2.0548331316145565,0.48782369736684894,0.060848186276990145,0.3890917683705429,1.3598560535773445,0.6852273619230754,-0.0539046851772568,-0.8193793516448991,-0.06454917363112522,-1.902894863752641,0.36767119018038574,-0.6532497896847735,-0.07344204112093006,1.620692901714022,-3.195899390216097,-0.5434438272804788,1.6697333153333396,2.850881809770069,1.1955371421134833,0.7935316617881588,1.478935646923622,-3.289626195994062,-1.8833853403412273,-0.5147045682159463,-4.230957778487451,-2.6693878264715156,-0.4277743167853739,-0.3054932516906865,-1.4510117933297733,3.9373217695275713,-5.012624129063035,-0.6445247744044365,2.243861165698437,-0.2880665803751674,-1.7471936050721364,5.939761028792657,3.3109226958910365,-5.2787699216472594,-1.9374003408754308,2.5030280653429164,-1.1265341414046606,-5.524102834730979,-6.014782395660024,-3.0695121840198802,-0.013557245466124372,11.870606902224589
-4.929705057820395,-0.4905136426159161,1.4444932027180946,1.1140260838495555,-0.6410356250481328,-0.5985669180294967,-0.3257810115288829,0.025905116026726578,-0.3811893699191385,0.9733489411886799,-0.22395354622725017,0.7668249422953214,-0.03490672825666555,-0.31267332044384893,0.8549982761814113,1.152364955021549,-0.5858558375136491,-0.3977269249168887,0.6085655185875095,-0.8885852976340848,-0.35626137578923905,1.424205437627461,-0.09553452782114338,0.7789995049720876,0.16284472501709835,0.924862513293715,-0.44684508894394204,-0.7856813693768556,-0.20619687657102845,-0.5692584011501877,1.2054104644707149,1.037657044799186,0.2098992938582094,-0.23374626447907398,-0.822382078225087,0.3578862698724056,-0.09822048701495906,-0.6172416640264409,0.1472958793747362,0.38604182234471746,-0.5349125769783486,0.8230342425689745,0.17107163407237932,-0.19147306649194912,-0.636078150265816,-0.6129718438414875,0.10665180516856093,-0.6322776627779852,0.17504772001928104,0.28544713372208735,-0.5293951183153378,-0.23943701539142018,0.43168468837062696,-0.560860970667976,-0.3709178184844531,-0.8242706638519084,-0.5145503970176666,-0.013907267544793362,-0.33663919980533585,1.207871247122797,12.63460628389302
-1.7023683248763817,3.9931251556035914,-3.835955333921359,-2.5130284711988797,0.5324068615120121,0.6034047596488076,0.42389225403537617,-3.0911204308349722,5.855011266523579,2.6382822835132185,3.1313480743637774,-1.771166692931267,-0.3696501506040081,-0.1882755346285616,0.08663387822044527,-0.9372079501936791,1.9569882123906688,-0.17125737338049218,0.49890621834114446,1.4281004534170563,0.24467715942303575,1.3727706462130025,0.8839741376085375,2.2328312660768943,-2.0392670365671135,-0.4735719893590776,-0.22483029003733104,-0.07386670759045692,-1.1111562677680942,-1.7486956537165914,0.7419357083993365,1.3910831455281156,2.5358631442366595,-2.1324437692066454,-0.3723156224388832,1.4575945314554006,-2.8408254040638985,0.16696685359208524,-1.0130482523628999,0.3690805509346638,2.946820472359704,1.0250193889102706,-0.280418238809521,0.9425611748374714,-0.9328912498132002,1.5741578647183045,-0.08185199435238812,1.9994166566076157,0.7435930163850603,-1.5300316999034969,-0.23552201698128952,-1.1378197030150614,-0.33663311922891903,1.1215795636034183,-0.20626205989470298,-2.4077661418532164,1.7893284719342668,-1.6616327462230016,-0.572408527867627,0.7277943882636737,12.206077645517675
5.226132831629823,-4.67717884962533,-3.2942137089521553,0.35146106200731886,-1.6442777147807561,2.3424997256187017,2.0854933081371705,1.3783935667332645,-0.9194954195294054,0.08993215382992667,1.232841197398417,1.434816816151595,0.4368686424743077,-0.32278846621458196,-1.748306390720625,0.575410737898306,-0.4104812943742339,-0.33999468602503574,-0.7796786271595322,2.6128564695416645,0.09397999931010725,-1.653237232795622,-1.6433025222614412,1.1127643822127389,-3.2346376361598583,-2.64623988287368,-1.1662084426407746,-2.766313015575256,-0.9859735684826141,-0.6053957276117052,0.6866390768462064,-0.426480404373477,-0.3211954823596993,-0.4764456737679848,-0.09059470122112753,2.444518009819067,-0.026684986870471123,1.706006924872572,0.24437239618122486,0.0847843972245241,0.3599312812916886,3.9895391780845477,-2.012424865584492,0.6167402363376853,-3.064469296349356,-2.6681113569332817,0.9141150996277493,-0.09001898998381608,2.4966736007479122,0.9776828446948131,0.8976539300374184,-1.0747752579781198,0.04959317920230992,-0.5902534171552489,-0.07289539299767475,-1.82252800283371,-0.4870913884542326,1.034131881134643,-0.05507056244200363,-0.3715463542210696,11.774527900858466
5.17431718157681,-1.4454727925680553,-0.21266774191629045,0.6641354288267746,-1.1773738926687278,2.192749304924016,0.6861394824720896,-0.8439199951672707,4.309008717944644,2.0286468419325434,-1.6821483199594345,11.716958838280176,-4.6970500255245184,1.8914432251613038,1.7103055925580122,-4.163780833013653,2.95314001963983,1.1806178420773281,-0.3885161845993743,2.960077598296858,1.991151489950251,5.550338605875408,-2.3204577266455764,-2.113424994021799,-5.003892247320262,-7.754739351536416,3.7482384158333644,0.16217949273464333,4.98614942320489,2.099372606265652,2.044151546383523,7.953433242023943,-4.122226181723245,1.2380036209851546,8.1049274321643,-5.931958657078129,3.0286389507931513,1.1914066232755414,5.113601660437097,4.553230719750416,0.8945704673201809,-0.5011973981189757,-5.82135051442898,-3.7070749709960853,-8.576067442398939,-4.463020959094188,-2.9634745146439827,4.536634742499842,1.8473381189781493,-3.0491405872543296,-2.2930066440557204,3.822917101754876,-1.656398491015041,0.8580402678654658,1.0079827669406838,-0.0042358094791313024,-0.7501167447978707,-1.8446920456040286,-2.6917863051729674,-1.6240515044564254,11.678448377988165
